sample	TCGA-BT-A20R-11	TCGA-GD-A3OP-11	TCGA-BT-A20U-11	TCGA-K4-A3WV-11	TCGA-CU-A0YN-11	TCGA-BL-A13J-11	TCGA-K4-A54R-11	TCGA-BT-A20N-11	TCGA-GD-A3OQ-11	TCGA-BT-A2LB-11	TCGA-BT-A20W-11	TCGA-CU-A0YR-11	TCGA-BT-A2LA-11	TCGA-K4-A5RI-11	TCGA-GC-A3WC-11	TCGA-GC-A6I3-11	TCGA-GD-A2C5-11	TCGA-BT-A20Q-11	TCGA-GC-A3BM-11
ZNF767	-0.234311479	0.255388521	0.004288521	0.667088521	-1.366911479	0.013988521	0.373688521	-0.145111479	0.608588521	-0.946811479	-1.048511479	0.371288521	-0.947011479	-0.202311479	0.495988521	0.709388521	-0.931611479	-0.180911479	-0.071611479
ZNF761	-0.805088412	-0.250588412	-1.199288412	0.246911588	-0.824188412	-0.478788412	-0.364788412	-0.765888412	-0.136888412	-0.746288412	-0.007388412	-0.383388412	-0.713088412	-0.396188412	-0.025588412	-1.371488412	-0.130788412	-0.801888412	-0.301588412
RPP21	-0.230360016	0.080739984	0.594039984	0.488639984	0.210739984	0.136739984	-0.330560016	-0.133360016	-0.331560016	0.010139984	-0.408260016	-0.331160016	0.684639984	0.321139984	0.047939984	0.641039984	0.436739984	0.216239984	-0.127860016
DSCR10	-0.11703435	-0.11703435	-0.11703435	-0.11703435	-0.11703435	-0.11703435	-0.11703435	-0.11703435	-0.11703435	-0.11703435	-0.11703435	-0.11703435	-0.11703435	-0.11703435	-0.11703435	-0.11703435	1.25866565	-0.11703435	-0.11703435
YBX1	1.042995927	-0.197304073	0.617095927	-0.175204073	0.778595927	0.664095927	0.144695927	0.596095927	-0.200204073	0.199895927	0.223895927	0.530595927	0.577895927	0.370395927	0.510495927	0.133395927	0.655295927	0.909095927	-0.263804073
PRIM2	-0.536104175	-0.590504175	-0.750304175	-0.497904175	0.464595825	-0.489904175	-1.218404175	0.003695825	-0.276504175	-0.601204175	0.233895825	-0.107004175	-0.613504175	-0.862604175	-0.445704175	-1.503104175	0.257395825	0.199695825	-0.679404175
ZNF415	0.671065603	1.253865603	-0.847034397	1.367365603	1.379565603	1.643265603	0.032765603	1.256065603	1.557965603	-0.560634397	0.556465603	1.239765603	0.704465603	0.171665603	1.699765603	-0.724734397	1.080065603	1.761565603	0.781865603
STK24	0.432653039	0.814853039	0.940153039	0.652353039	0.531153039	0.757153039	1.351753039	0.287053039	0.220653039	1.454653039	0.189153039	0.150953039	0.433553039	0.501653039	0.384353039	-0.278846961	0.691953039	0.569753039	0.326553039
RACGAP1	-0.630548763	-1.564448763	0.064751237	-2.364448763	2.089051237	-0.917548763	-3.009748763	-0.911748763	-1.553348763	0.248051237	0.497251237	-1.103848763	-1.644348763	-1.219648763	-1.384348763	-0.166948763	-0.126348763	-1.396948763	-1.963248763
FAM167B	-0.080350082	0.691349918	-0.446950082	0.212849918	0.091649918	-0.307750082	-1.648050082	-0.338550082	0.019949918	-0.083350082	0.977049918	0.038649918	0.135449918	1.406149918	-0.202350082	3.410549918	0.356549918	-0.608950082	0.382249918
C9orf53	-0.631157323	0.123742677	-0.631157323	-0.022157323	-0.631157323	-0.631157323	-0.631157323	-0.631157323	-0.631157323	0.315642677	-0.631157323	-0.631157323	-0.123357323	-0.631157323	-0.631157323	-0.631157323	-0.631157323	-0.631157323	0.081442677
VGLL3	2.977067085	1.936067085	0.143667085	3.729567085	3.034367085	3.877367085	4.878967085	4.373967085	3.945667085	0.991867085	3.091367085	3.562567085	3.255367085	2.870067085	2.792867085	1.463767085	2.868667085	3.590367085	3.902267085
VGLL1	-1.759733625	7.218066375	-1.155233625	8.266566375	-1.597733625	-2.888833625	6.391166375	-2.888833625	6.329966375	2.634466375	5.938166375	3.492366375	7.385566375	4.807866375	5.395566375	6.445966375	6.555666375	-1.020833625	5.510466375
FGD3	-3.321545158	2.179154842	-0.257245158	2.252054842	-2.135045158	-1.419145158	1.336754842	-1.350645158	2.044754842	0.788954842	1.076454842	-0.189945158	2.226754842	2.164354842	1.342354842	3.338354842	1.341154842	-3.170245158	1.670354842
KRTAP5-8	-0.550473172	1.118326828	1.254226828	3.560026828	-1.031473172	-1.031473172	2.448226828	-0.124673172	2.842626828	-0.084673172	1.068726828	0.947126828	3.754226828	2.010426828	1.313826828	4.893626828	2.068826828	-1.031473172	0.798326828
KRTAP5-9	-1.082389192	3.119510808	3.981210808	4.854110808	-1.923589192	-1.923589192	3.770610808	-1.923589192	4.583810808	-0.976789192	2.411110808	1.456510808	5.095310808	3.048710808	2.141910808	4.286710808	3.626510808	-1.923589192	3.350110808
UHRF1	-5.377390105	-1.550890105	-0.119090105	-5.572290105	0.103509895	-6.113890105	-4.665790105	-4.964990105	-2.125690105	-0.470790105	1.055209895	-2.399290105	-2.256390105	-1.204990105	-2.371990105	0.948109895	-0.273990105	-5.616990105	-1.668690105
ZBTB8OS	-0.237846617	0.110953383	0.547753383	0.069453383	-0.653146617	-0.625746617	-0.782846617	-0.436146617	-0.263746617	0.263153383	-0.058546617	-0.436446617	0.402753383	0.016553383	-0.436546617	1.551253383	0.195753383	-0.479146617	-0.275246617
ZNF337	-1.311713632	0.296386368	-0.650813632	0.731686368	-0.560113632	0.120886368	0.446786368	-0.655813632	0.524186368	-0.786813632	-0.679213632	0.175386368	-0.181413632	-0.066813632	0.253286368	-0.013013632	0.136286368	0.095686368	0.702086368
DSCC1	-0.473827686	-1.997227686	-0.428327686	-3.796827686	0.225472314	-0.639927686	-4.573727686	-0.889327686	-1.543827686	-1.380827686	0.688072314	-0.649827686	-2.427227686	-1.297327686	-0.684027686	0.795372314	-0.293527686	-0.819827686	-1.335227686
PHF11	0.428825166	0.872325166	0.308825166	0.383925166	0.224325166	0.349025166	0.001825166	0.276425166	0.292225166	0.449525166	0.254825166	0.275625166	0.434225166	0.540125166	0.523625166	0.925625166	0.699825166	0.618625166	0.456925166
FOXQ1	-4.728876707	5.907123293	4.545723293	5.193923293	-5.496376707	-5.103676707	5.695023293	-5.880676707	5.511123293	4.355123293	4.317923293	2.709923293	7.051323293	4.584723293	4.794823293	3.313123293	6.333823293	-6.787476707	5.970923293
EZH2	-1.363368061	-0.951668061	0.604831939	-2.357368061	0.823431939	-5.142168061	-1.989768061	-3.868768061	-2.128468061	0.120231939	0.122831939	-2.000168061	-1.134268061	-0.697668061	-1.923668061	0.912531939	-1.434268061	-5.770968061	-1.917768061
PRSS8	-6.088346836	0.042753164	1.813453164	-0.323646836	-9.179046836	-7.871546836	-1.122546836	-9.179046836	-0.600746836	1.788753164	-0.912946836	-3.610046836	-0.130046836	-1.926646836	-0.514946836	0.670553164	1.628053164	-6.998346836	-2.378146836
TIA1	-0.599536184	0.290163816	-0.518436184	0.363863816	-0.483736184	-0.453836184	-0.030636184	-0.436136184	0.476063816	-0.808136184	0.030963816	-0.374836184	-0.567736184	-0.377536184	0.065263816	-0.121036184	0.194463816	-0.284436184	0.111463816
RAVER1	-1.269077659	-0.486877659	-0.301677659	-0.376177659	-0.558577659	-0.945277659	-0.144277659	-0.863277659	-0.543877659	-0.513677659	-0.314477659	-0.624777659	-0.181377659	-0.154577659	-0.858677659	0.075222341	-0.015277659	-0.875977659	-0.575777659
CARD18	-0.583998385	-0.583998385	5.682201615	-0.583998385	-0.583998385	-0.583998385	-0.583998385	-0.583998385	-0.583998385	4.480701615	-0.583998385	-0.583998385	-0.583998385	-0.016098385	-0.583998385	-0.583998385	1.482901615	-0.583998385	-0.583998385
ATAD3C	0.031293086	0.012993086	-1.275906914	1.718993086	-1.203106914	-0.493806914	1.299093086	-0.979206914	0.919393086	-0.760206914	0.053893086	-0.370506914	1.175093086	0.275393086	-0.618306914	0.749893086	0.883893086	-0.166506914	0.566893086
ATAD3B	-0.368765634	0.357034366	0.333034366	0.130434366	-2.043065634	-1.024365634	1.750734366	-0.961965634	-0.171265634	0.687234366	1.177334366	-0.688965634	-0.229865634	0.799934366	-0.259465634	2.353034366	-0.625565634	-1.260865634	0.130434366
ATAD3A	-0.694624448	0.010075552	0.292675552	-0.621724448	-0.562924448	-1.031924448	0.352875552	-0.649924448	-0.657224448	0.350575552	0.365775552	-0.755324448	0.147275552	0.101875552	-0.767924448	1.863275552	-0.106624448	-0.646824448	-0.454524448
NBR2	-0.302633258	0.310266742	-1.619833258	1.066866742	-0.371233258	-0.249733258	0.055966742	0.083066742	1.070166742	-1.281633258	-0.245233258	-0.788333258	-0.394633258	-0.676933258	0.602866742	-0.157533258	0.179766742	-1.008633258	-1.263433258
CARD11	-5.302524198	1.382075802	1.592375802	4.727375802	-3.081924198	-6.694924198	3.919075802	-1.798724198	3.422175802	0.676075802	1.689675802	1.157575802	3.899775802	3.231075802	2.102275802	3.248975802	3.336775802	-5.311324198	3.030275802
CARD17	-0.543343449	1.606456551	2.140656551	-0.543343449	-0.543343449	-0.543343449	-0.543343449	-0.543343449	-0.543343449	1.692556551	0.086956551	-0.543343449	-0.543343449	-0.543343449	-0.543343449	-0.543343449	-0.543343449	-0.543343449	-0.543343449
CARD14	-4.407318252	2.883981748	3.272681748	2.091981748	-3.175818252	-4.092518252	0.045281748	-3.132618252	1.723081748	3.368181748	-1.564218252	-1.975018252	0.596181748	-1.271218252	-0.583818252	0.509581748	0.558981748	-4.308118252	0.029281748
CASC5	-2.889226305	-2.412326305	0.500073695	-3.515226305	2.679473695	-5.176326305	-3.453726305	-3.840126305	-1.626226305	0.333573695	1.243773695	-1.902426305	-3.182126305	-2.362626305	-1.987226305	-3.215926305	1.124873695	-4.303126305	-1.558626305
GNB2	-0.428251198	0.140348802	0.408448802	-0.032251198	-0.596451198	-0.819351198	0.012848802	-0.806151198	-0.764351198	0.667448802	-0.474451198	-0.428351198	0.764248802	0.142648802	-0.629851198	0.987348802	-0.004251198	-0.730151198	-0.154751198
LOC284379	-0.35676373	2.85273627	2.32723627	6.68523627	1.60463627	-0.35676373	4.44443627	-0.35676373	5.98863627	3.86243627	8.20333627	1.11033627	6.22093627	6.03513627	4.90313627	5.41893627	2.93183627	0.55653627	3.13123627
C20orf106	-0.011819056	-0.379619056	-0.853019056	-0.244019056	-0.853019056	-0.853019056	0.280980944	-0.853019056	-0.853019056	0.660580944	-0.222719056	-0.853019056	-0.345219056	1.276880944	0.751480944	2.707280944	-0.269619056	-0.853019056	0.869180944
BOLA1	-1.069777323	-0.282777323	-0.072377323	-0.090477323	0.101522677	0.223122677	-2.568677323	-0.385577323	-0.474377323	-1.490677323	-0.575077323	-0.169077323	-1.161477323	-0.790977323	-0.111077323	0.641722677	-0.541777323	0.166122677	-1.439577323
BOLA3	-0.526166219	-0.428666219	0.395233781	-0.449766219	-0.222766219	-0.998066219	-1.225766219	-0.784266219	-0.784566219	-0.389466219	-0.194766219	-0.931266219	-0.463866219	-0.628466219	-1.058466219	0.311833781	-0.131966219	-0.507566219	-1.087166219
BOLA2	-1.247755607	-0.476655607	0.257144393	-0.521955607	-1.195855607	-1.549355607	-0.461155607	-1.475655607	-0.890055607	-0.446555607	-0.249755607	-1.128555607	0.200144393	0.221444393	-1.002255607	2.113744393	0.161044393	-1.143755607	-0.839255607
C21orf81	-1.225569614	1.751730386	3.588530386	1.292230386	1.191630386	-0.428469614	-0.549869614	-0.318769614	1.774030386	2.760130386	-0.595269614	-0.558169614	0.200830386	-0.251169614	0.743630386	0.355530386	0.356330386	-0.312269614	1.047230386
C21orf84	1.602464479	0.735864479	0.120864479	-0.707135521	-0.707135521	-0.707135521	0.426864479	-0.707135521	0.029664479	2.198464479	-0.076835521	0.414864479	1.276064479	-0.707135521	-0.707135521	1.403964479	0.668564479	-0.707135521	0.005464479
C21orf88	-2.344560304	6.802239696	3.877339696	2.933939696	-2.344560304	-2.344560304	0.685539696	-2.344560304	2.070039696	2.195439696	1.022139696	-1.222560304	1.427139696	0.072739696	2.259739696	0.820239696	1.899039696	-2.344560304	0.540539696
YDJC	-2.749332798	-0.173632798	0.523967202	0.278367202	-2.033032798	-2.435932798	-0.421832798	-2.687732798	-0.945632798	-0.545432798	-0.838232798	-2.142532798	0.213867202	-0.092532798	-1.266432798	1.073667203	-0.064732798	-1.933632798	-0.530532798
C12orf56	-2.441078556	2.837421444	3.765821444	-1.832078556	-2.441078556	-2.441078556	-2.441078556	-2.441078556	1.806421444	3.818221444	1.071321444	-2.441078556	1.684521444	2.463121444	0.927621444	0.612721444	3.020421444	-2.441078556	1.408321444
C12orf54	-0.074201803	2.610498197	4.756498197	0.429298197	2.449498197	-1.203301803	0.557798197	0.654598197	1.018798197	1.405998197	0.896898197	-0.081301803	2.158798197	1.453498197	0.255798197	3.775998197	-0.357401803	-0.290001803	1.248598197
STAP2	-4.412229996	2.129670004	2.203670004	1.862370004	-4.728929996	-6.246229996	1.303170004	-5.049929996	0.894570004	2.182870004	0.477470004	-1.314929996	2.559870004	0.131070004	-0.046929996	1.312870004	1.777370004	-5.572129996	1.133170004
RIPK4	-3.835246602	3.472953398	3.766453398	3.353953398	-5.243346602	-5.073146602	2.106453398	-3.666746602	2.033853398	3.305453398	1.115553398	-0.429046602	2.180353398	1.675753398	0.989653398	0.867353398	3.512753398	-6.138446602	2.969153398
AQP3	-1.521600133	6.452299867	7.703799867	5.714399867	-2.756800133	-3.516000133	8.132699867	-2.804300133	4.908199867	6.983899867	4.250599867	3.315999867	7.350499867	5.478999867	4.020699867	4.462399867	5.741099867	-3.367100133	6.530399867
NOP2	-0.755424588	-0.190324588	0.270075412	-0.345624588	-1.273824588	-1.207424588	0.936975412	-0.953524588	-0.932724588	0.668575412	-0.182124588	-1.069224588	0.033875412	0.206175412	-0.818124588	0.784175412	-0.894824588	-1.109824588	-0.557424588
AFG3L1	-0.868200897	0.607099103	0.519999103	0.498699103	-1.588700897	-0.848300897	0.537799103	-0.846900897	-0.014200897	0.028499103	-0.647100897	-0.407800897	-0.353900897	0.305299103	0.062699103	0.391799103	-0.214400897	-0.729000897	0.140499103
MRRF	-0.874579134	0.311420866	0.550020866	0.478220866	-1.040879134	-1.022279134	0.015620866	-0.790479134	-0.165579134	0.009920866	0.045620866	-0.568979134	-0.112579134	-0.293879134	-0.251179134	-0.371279134	-0.955779134	-0.740779134	-0.337279134
PHB	-0.345519571	-0.222619571	-0.402819571	0.097380429	-0.269119571	-0.188019571	-0.718119571	-0.409819571	-0.458619571	-0.399019571	-0.118819571	-0.307719571	0.010280429	-0.294319571	-0.437319571	0.759580429	0.159780429	-0.192919571	-0.850919571
NR1H2	0.584881693	0.380481693	0.253081693	0.182581693	0.360181693	0.484681693	0.230081693	0.697381693	-0.043318307	0.436081693	0.027381693	0.449381693	0.332881693	0.756981693	0.584581693	0.756381693	0.282881693	0.867481693	0.327081693
LZTR1	0.250754506	-0.288345494	-0.403445494	0.144554506	0.423654506	0.525354506	-0.260045494	0.396654506	0.108054506	-0.748345494	-0.450745494	0.289154506	-0.542345494	-0.191945494	0.204954506	0.140454506	-0.051445494	0.396554506	-0.423945494
MED25	-0.59673506	-0.01393506	-0.07913506	-0.08243506	-0.01403506	-0.08413506	-0.43943506	-0.51453506	-0.55653506	-0.36243506	-0.46643506	-0.47463506	-0.44013506	0.08816494	-0.31153506	-0.11173506	0.16126494	-0.13493506	-0.51043506
CC2D1A	-0.74835627	1.08454373	0.93724373	0.49304373	-0.40585627	-0.43085627	0.44984373	-0.47985627	0.23624373	0.60734373	-0.36375627	-0.39735627	0.62034373	0.04544373	-0.05815627	0.47064373	0.76384373	-0.31095627	0.06654373
44082	-0.544954865	0.953445135	0.623445135	1.555645135	-0.233354865	-0.932854865	1.186345135	-0.811654865	1.407845135	0.535345135	0.586345135	0.146045135	1.168545135	0.153145135	-0.112354865	-0.526754865	0.835145135	-0.630554865	0.564245135
TRIAP1	-1.072696613	0.299203387	-0.029696613	-0.017696613	-0.382796613	-0.923796613	-0.653296613	-0.780996613	-0.410596613	0.219803387	0.100803387	-0.585296613	-0.153496613	-0.105896613	-0.317396613	1.202103387	-0.154896613	-0.919496613	-0.589196613
RBM34	-0.418218744	0.058981256	0.155481256	0.070081256	-0.570418744	-0.223018744	-0.204018744	-0.536918744	-0.497718744	0.351881256	-0.051418744	-0.331718744	0.444681256	-0.025518744	-0.114318744	0.237581256	-0.161318744	-0.125418744	-0.076218744
UGT1A7	-1.277635451	0.611964549	11.09026455	-1.277635451	-1.277635451	-1.277635451	-1.277635451	-1.277635451	2.481164549	5.872464549	0.112964549	-1.277635451	-1.277635451	2.357364549	1.032464549	2.591464549	3.924064549	-1.277635451	-1.277635451
EPHB6	1.537441428	3.748341428	2.781241428	3.309441428	0.804141428	1.255841428	4.388841428	1.626341428	2.606141428	2.706841428	2.055641428	1.173441428	2.890041428	2.692741428	2.541941428	4.220241428	2.719141428	1.411841428	3.323241428
EPN3	-5.733785462	4.164214538	4.833614538	4.262814538	-6.673485462	-6.673485462	2.244414538	-5.766685462	3.607614538	3.272114538	2.696814538	-0.000385462	2.996314538	2.444814538	1.504614538	3.198114538	4.424314538	-5.760185462	2.597014538
ALDH4A1	-1.08419563	1.90050437	1.71260437	2.71440437	-0.71979563	-0.34769563	2.35910437	-0.62039563	2.52430437	1.81880437	1.64370437	0.65730437	3.27050437	1.51670437	0.46320437	1.43680437	1.24220437	-0.66539563	1.82380437
SLC6A8	-0.085228552	-0.251228552	0.661971448	-0.437128552	0.075971448	0.449871448	0.912771448	0.160171448	-0.376728552	-0.298128552	-0.599228552	0.009871448	0.096571448	-0.756428552	-0.015328552	-0.430728552	-1.991928552	0.457371448	0.910871448
MELK	-4.698424846	-2.230224846	0.882075154	-5.685124846	1.363675154	-6.010224846	-6.183724846	-3.688524846	-2.948924846	0.211075154	1.279575154	-3.190824846	-0.873524846	-1.640524846	-3.020624846	0.963475154	1.226875154	-5.449724846	-1.596924846
LAGE3	-0.836449622	-0.530649622	-0.100649622	-0.719649622	-0.710349622	-1.168449622	-1.219549622	-0.973749622	-0.970749622	-0.651149622	-0.133149622	-0.701549622	0.218450378	-0.079949622	-0.469549622	1.539750378	0.064150378	-1.122649622	-0.548549622
ACTC1	12.30847355	7.806073547	10.01347355	5.018373547	13.45507355	11.97517355	5.735673547	12.26147355	9.725873547	2.109273547	8.960873547	12.03117355	1.278473547	9.886473547	12.00537355	4.602073547	2.227573547	12.82877355	1.812473547
DSN1	-1.782565111	-0.680065111	-0.525265111	-0.731965111	0.211534889	-1.503365111	-1.256965111	-1.554565111	-0.879365111	-0.788965111	-0.360265111	-0.898265111	-0.251065111	-0.793565111	-0.982665111	0.647034889	0.653634889	-1.360865111	-0.949165111
SH3GL1	-0.010419329	0.712380671	1.285380671	0.064280671	0.211280671	-0.070519329	0.383580671	-0.113619329	-0.030619329	1.494880671	0.008880671	0.095480671	0.342280671	0.354980671	0.088180671	0.337680671	0.132980671	0.219180671	-0.141419329
SLC10A3	-0.203743246	0.784056754	0.769956754	0.526956754	0.396956754	0.368456754	1.820156754	0.226456754	0.527756754	0.946456754	0.491556754	0.543856754	1.648656754	0.977156754	0.532956754	0.524356754	0.969556754	0.457756754	1.590856754
MPST	-1.364196551	0.286803449	0.930603449	0.369303449	-0.918596551	-0.580096551	-0.681296551	-1.218596551	-0.383396551	0.623603449	-0.515496551	-0.753496551	0.902203449	-0.110796551	-0.405996551	1.147203449	0.045703449	-1.106396551	-0.504896551
UGGT2	0.614480929	-0.595819071	-1.619119071	0.532680929	0.387280929	0.130180929	0.542680929	0.114580929	0.621280929	-1.189019071	0.045880929	-0.148319071	0.221980929	-0.066119071	-0.006419071	-0.842819071	0.575980929	0.104780929	0.148980929
RAD51C	-0.169130207	0.015269793	-0.628830207	-0.010530207	0.438769793	0.141769793	-0.957830207	-0.081430207	-0.029330207	-0.317230207	0.453369793	-0.052630207	0.386769793	-0.314830207	0.181869793	1.231469793	0.361669793	0.277069793	-0.364130207
VASH2	2.005816606	-0.833983394	-2.107583394	-2.265583394	1.036916606	0.588916606	-1.163683394	1.197416606	0.272116606	-0.637783394	2.631316606	0.460816606	-0.292683394	0.657216606	0.630016606	-0.373283394	0.113216606	1.679716606	0.178116606
UGT1A10	-2.158478954	4.612921046	9.407721046	1.450621046	-2.158478954	-1.156278954	2.913921046	-2.158478954	5.587821046	1.286921046	6.065921046	2.598021046	7.471421046	3.706321046	5.324821046	8.540021046	10.38592105	0.233621046	7.488621046
TRMT2A	-1.162897206	-0.060197206	-0.106497206	0.190602794	-1.181697206	-1.070497206	-0.269197206	-1.107297206	-0.325797206	-0.817697206	-0.714497206	-0.634297206	-0.960497206	-0.270597206	-0.439597206	0.844402794	-0.643297206	-0.722897206	-0.281397206
MYLPF	-1.417563418	0.839836582	-0.589563418	-0.052663418	-1.417563418	-1.417563418	-0.741863418	-1.417563418	0.167136582	-0.159663418	-0.349963418	-1.417563418	1.370536582	0.133136582	-0.302363418	2.719936582	0.649336582	-1.417563418	1.034336582
DCLRE1C	-0.285608732	0.947191268	0.956991268	0.928491268	-0.674608732	-0.336608732	0.010691268	-0.472008732	0.913991268	0.751191268	0.117991268	-0.075708732	1.055591268	0.197391268	0.638091268	1.534991268	0.484091268	0.002391268	0.071591268
YES1	0.399946968	-0.237553032	0.214846968	-0.384453032	-0.447953032	-0.246453032	0.598146968	-0.154053032	-0.355853032	0.474446968	0.508146968	-0.243353032	-0.210553032	-0.574653032	-0.497453032	-0.495653032	0.477446968	-0.341353032	0.088446968
DNA2	-2.100858767	-1.056958767	-0.427558767	-1.395458767	0.242041233	-2.057558767	-1.578858767	-2.294758767	-0.324958767	-1.185858767	0.749441233	-1.406758767	-2.062458767	-1.514758767	-1.268758767	-1.379558767	0.284641233	-2.051458767	-1.224458767
ECT2	-1.211103886	-1.703103886	-0.932503886	-2.687603886	0.796396114	-2.875203886	-3.175403886	-1.895403886	-1.864503886	-0.723403886	0.382996114	-2.253103886	-2.005203886	-1.907003886	-2.381303886	-0.159403886	0.618196114	-2.605203886	-1.992003886
TBX4	7.477011908	4.712311908	4.346211908	0.359611908	6.505711908	7.469811908	1.065311908	7.585711908	3.958911908	1.233611908	3.757011908	6.298511908	-1.236788092	3.823411908	6.256211908	-0.071188092	1.103911908	7.699211908	-0.262388092
C17orf61	-0.227977659	-0.010477659	0.757022341	0.594022341	-0.569477659	-0.348077659	-0.186577659	-0.489777659	-0.020077659	0.312422341	0.015022341	0.215222341	1.312022341	0.630922341	0.115922341	1.214422341	-0.458977659	-0.734477659	0.239222341
C17orf62	-1.095513125	-0.460113125	-0.579713125	-0.507113125	-0.450813125	-1.207113125	-0.923413125	-0.844313125	-0.553613125	-0.972113125	-0.369513125	-0.690613125	-0.830013125	0.582186875	-0.439513125	1.743586875	0.483486875	-1.038013125	-0.633513125
C17orf65	-1.09637936	-0.03207936	-0.58117936	0.32922064	0.04592064	-0.35577936	-1.16207936	-0.83207936	0.06892064	-1.61727936	0.08832064	-0.01217936	-0.74017936	-0.41807936	-0.16887936	-0.18817936	0.13582064	-0.15827936	-1.13717936
CHADL	0.116800624	1.878700624	0.252500624	1.788400624	0.041600624	-0.543099376	0.341200624	-0.745899376	0.924700624	1.033000624	0.367600624	0.279300624	2.145700624	0.694700624	0.722400624	1.392700624	1.337900624	-0.504999376	1.227500624
C6orf132	-2.625820258	2.810579742	3.781479742	2.686379742	-1.339620258	-1.640720258	3.145979742	-1.358720258	1.963379742	3.927679742	0.392979742	-0.676720258	3.221579742	1.721679742	0.802479742	-0.583020258	2.271779742	-2.093320258	2.517679742
C6orf136	-2.27081588	0.25588412	0.70168412	0.42908412	-1.10431588	-1.00651588	-0.60751588	-1.16181588	-0.51291588	-0.14791588	-0.66791588	-0.68831588	0.24568412	-0.42031588	-0.28161588	-0.19671588	-0.23911588	-1.00681588	-0.54621588
INA	-1.258274998	2.194425002	-0.800374998	5.595025002	-1.845174998	-2.368574998	4.140025002	-0.767174998	4.624325002	0.865125002	6.698925002	-0.378274998	5.427525002	2.473925002	0.516925002	-0.887574998	3.953125002	-0.754574998	3.223225002
TRIP13	-2.471857542	-2.103957542	0.421342458	-3.435557542	1.434542458	-3.953157542	-2.462957542	-3.142557542	-2.308957542	-0.071857542	0.909342458	-2.125557542	-0.589157542	-1.231957542	-2.452357542	1.566642458	0.650342458	-3.559757542	-1.721357542
ADPRHL2	-0.901369863	0.144730137	0.411830137	0.410630137	-0.449369863	-0.418069863	0.053430137	-0.489569863	-0.644269863	0.341330137	-0.093469863	-0.390369863	0.468930137	0.092930137	-0.267669863	0.407230137	-0.302069863	-0.402869863	-0.748269863
LYPLA2	-2.174611596	0.751588404	0.459388404	0.806288404	-1.741311596	-1.854111596	0.747188404	-1.640911596	0.029188404	0.529088404	0.167688404	-0.790711596	1.212988404	0.556288404	-0.349911596	1.397688404	0.529088404	-1.777111596	0.036188404
SPG7	-0.602105907	0.677994093	-0.114505907	0.270494093	-0.457305907	-0.212205907	0.253994093	-0.514905907	0.247594093	-0.113505907	-0.229905907	-0.320005907	0.500794093	0.007294093	0.150894093	0.967694093	0.296794093	-0.191705907	0.348894093
ICA1	-1.822866461	1.464533539	0.599533539	1.770133539	-3.188466461	-2.959966461	2.010233539	-2.894066461	1.356033539	0.311533539	0.264233539	-0.390366461	2.664833539	0.685633539	0.344333539	0.535233539	1.588233539	-3.049966461	1.828933539
S100A10	0.102809793	-0.832290207	1.081209793	-1.954090207	-0.179690207	-0.338990207	0.545209793	-0.373190207	-0.723690207	2.568709793	-0.068690207	-0.384490207	0.471009793	0.143209793	-0.425690207	0.224109793	-0.305590207	-0.318490207	0.638109793
KIAA0664	-0.010708389	0.391291611	0.897391611	0.787191611	-0.077408389	0.047291611	0.959591611	-0.086808389	0.258691611	0.647991611	-0.056808389	-0.148008389	0.040691611	0.228891611	-0.135508389	0.502091611	-0.952308389	0.151691611	-0.528208389
S100A12	2.051916738	0.624716738	7.753716738	-2.530183262	-2.530183262	2.565416738	0.142516738	3.324516738	-0.308083262	6.494816738	1.114416738	-0.551583262	1.560116738	4.603316738	0.241916738	3.755716738	2.241516738	-2.530183262	0.474516738
S100A14	-5.425420156	3.539079844	7.009379844	1.422779844	-7.156320156	-6.007620156	2.322879844	-5.803720156	0.603879844	7.856879844	2.368879844	-2.742120156	1.999579844	0.580479844	-0.800520156	1.551079844	0.773379844	-5.792020156	1.004679844
S100A16	-0.615603769	1.430396231	3.881696231	-0.129603769	-1.372603769	-1.800503769	1.494796231	-1.474403769	-0.769903769	4.056996231	0.492796231	-0.740103769	1.105396231	0.463696231	-0.486803769	1.883596231	0.500696231	-1.450803769	0.290596231
C19orf40	-2.571134483	-0.595034483	-1.270934483	0.814565517	0.225165517	-0.740434483	-1.203334483	-1.921834483	-0.275734483	-1.546534483	-0.107134483	-1.270634483	0.513165517	-0.740134483	-1.379734483	0.240265517	-0.120634483	-1.222734483	-1.066634483
C19orf43	0.100836208	-0.185063792	0.119936208	0.134336208	-0.316163792	-0.107463792	-0.313363792	-0.311163792	-0.663063792	0.107536208	-0.091363792	-0.069263792	0.695236208	0.282036208	-0.044363792	1.637236208	0.356536208	-0.305163792	0.061636208
C19orf45	-1.67810405	-0.39090405	-2.15910405	0.99119595	-1.37370405	-2.15910405	-0.16380405	-1.25230405	-0.28490405	-0.90120405	2.21429595	-1.49170405	2.55879595	-0.19770405	-1.49630405	-0.28880405	2.36009595	-2.15910405	-0.09090405
C19orf46	-4.966821849	0.210478151	-2.452021849	1.048578151	-3.783021849	-4.650721849	-1.453721849	-3.278021849	-1.640821849	-2.952621849	0.205078151	-3.092321849	2.517678151	0.588678151	0.428078151	3.462278151	2.537378151	-2.603121849	0.145178151
